date,asset,type,total_oi,fiz_oi,yur_oi,fiz_share,yur_share,long_fiz,short_fiz,long_jur,short_jur,Open,High,Low,Close,Volume,contract
2026-07-07,GMKN,futures,584480.0,350482.0,233998.0,59.96,40.04,224427.0,126055.0,67813.0,166185.0,1238.0,1246.0,1200.0,1227.0,454103.0,GMKN-9.26
2026-07-07,LKOH,futures,63408.0,21327.0,42081.0,33.63,66.37,12400.0,8927.0,19304.0,22777.0,43470.0,45359.0,42536.0,45000.0,49715.0,LKOH-9.26
2026-07-07,MGNT,futures,247390.0,149139.0,98251.0,60.28,39.72,112028.0,37111.0,11667.0,86584.0,1801.0,1841.0,1731.0,1830.0,111717.0,MGNT-9.26
2026-07-07,MIX,futures,514818.0,368749.0,146069.0,71.63,28.37,252652.0,116097.0,4757.0,141312.0,215600.0,220750.0,210275.0,219900.0,523601.0,MIX-9.26
2026-07-07,NVTK,futures,205788.0,61520.0,144268.0,29.89,70.11,52801.0,8719.0,50093.0,94175.0,9170.0,9562.0,8927.0,9525.0,71208.0,NVTK-9.26
2026-07-07,PLZL,futures,30140.0,8644.0,21496.0,28.68,71.32,6655.0,1989.0,8415.0,13081.0,,,,,,PLZL-9.26
2026-07-07,ROSN,futures,48932.0,26404.0,22528.0,53.96,46.04,17065.0,9339.0,7401.0,15127.0,30460.0,32329.0,29311.0,31733.0,49504.0,ROSN-9.26
2026-07-07,SBRF,futures,1288734.0,270013.0,1018721.0,20.95,79.05,138131.0,131882.0,506236.0,512485.0,27301.0,27373.0,26701.0,27301.0,261755.0,SBRF-9.26
2026-07-07,VTBR,futures,1141698.0,551282.0,590416.0,48.29,51.71,484770.0,66512.0,86079.0,504337.0,88150.0,89610.0,85260.0,89260.0,138396.0,VTBR-9.26
2026-07-07,YDEX,futures,646998.0,350779.0,296219.0,54.22,45.78,322022.0,28757.0,1477.0,294742.0,3496.0,3599.0,3461.0,3569.0,184279.0,YDEX-9.26
2026-07-08,ALRS,futures,224684.0,125211.0,99473.0,55.73,44.27,100380.0,24831.0,11962.0,87511.0,2022.0,2023.0,1972.0,2014.0,85712.0,ALRS-9.26
2026-07-08,GAZR,futures,1205016.0,463678.0,741338.0,38.48,61.52,402664.0,61014.0,199844.0,541494.0,9733.0,9899.0,9545.0,9869.0,320708.0,GAZR-9.26
2026-07-08,GMKN,futures,708286.0,372405.0,335881.0,52.58,47.42,266253.0,106152.0,87890.0,247991.0,1230.0,1233.0,1117.0,1160.0,1008310.0,GMKN-9.26
2026-07-08,LKOH,futures,67012.0,19963.0,47049.0,29.79,70.21,11882.0,8081.0,21624.0,25425.0,45541.0,47004.0,44902.0,46901.0,52244.0,LKOH-9.26
2026-07-08,MGNT,futures,258778.0,155627.0,103151.0,60.14,39.86,105046.0,50581.0,24343.0,78808.0,1825.0,1949.0,1782.0,1910.0,137537.0,MGNT-9.26
2026-07-08,MIX,futures,450284.0,337812.0,112472.0,75.02,24.98,220122.0,117690.0,5020.0,107452.0,220600.0,221925.0,215175.0,221725.0,404658.0,MIX-9.26
2026-07-08,NVTK,futures,204752.0,58556.0,146196.0,28.6,71.4,49691.0,8865.0,52685.0,93511.0,9487.0,9833.0,9310.0,9809.0,50624.0,NVTK-9.26
2026-07-08,PLZL,futures,77402.0,46947.0,30455.0,60.65,39.35,32829.0,14118.0,5872.0,24583.0,,,,,,PLZL-9.26
2026-07-08,ROSN,futures,46952.0,24898.0,22054.0,53.03,46.97,16045.0,8853.0,7431.0,14623.0,31940.0,34067.0,31200.0,33535.0,69886.0,ROSN-9.26
2026-07-08,SBRF,futures,1392992.0,286407.0,1106585.0,20.56,79.44,143121.0,143286.0,553375.0,553210.0,27420.0,27549.0,26865.0,27414.0,261288.0,SBRF-9.26
2026-07-08,VTBR,futures,1097878.0,498773.0,599105.0,45.43,54.57,434817.0,63956.0,114122.0,484983.0,89550.0,90650.0,87230.0,90610.0,105341.0,VTBR-9.26
2026-07-08,YDEX,futures,629208.0,337407.0,291801.0,53.62,46.38,306785.0,30622.0,7819.0,283982.0,3575.0,3729.0,3526.0,3692.0,161467.0,YDEX-9.26
2026-07-09,ALRS,futures,243528.0,144829.0,98699.0,59.47,40.53,113338.0,31491.0,8426.0,90273.0,2000.0,2014.0,1940.0,1942.0,63910.0,ALRS-9.26
2026-07-09,GAZR,futures,1207716.0,466425.0,741291.0,38.62,61.38,401029.0,65396.0,202829.0,538462.0,9802.0,9844.0,9542.0,9596.0,173340.0,GAZR-9.26
